product_name,total,reordered,ordered_once,reordered_percent
Chicken & Sausage Gumbo Soup,231,109,122,47.18614718614719
Organic Baby Spring Mix,4471,2233,2238,49.94408409751733
Optique 1 Homeopathic Remedy Eye Irritation Relief,11,0,11,0.0
Black Bean Soup,100,46,54,46.0
Skinny Margarita,12,9,3,75.0
Butter Spread With Olive Oil & Sea Salt Half Sticks,81,39,42,48.148148148148145
Hand Sanitizer Organic Lavender,14,9,5,64.28571428571429
Small Sicilian Flatbread,53,23,30,43.39622641509434
Thins Light & Tasty Snack Crackers Lightly Salted,557,325,232,58.34829443447038
Mandarins Bag,5445,3518,1927,64.60973370064279
Sprouted Pizza Cracker,7,1,6,14.285714285714285
Veggie Rotini Pasta,678,405,273,59.73451327433629
"Pizza, Classic Cheese",282,193,89,68.43971631205675
Bottled Water,315,197,118,62.53968253968254
Organic Raw Pecan Halves,33,20,13,60.60606060606061
Flatbread Pizza All Natural Tomato Sauce Pizza With 3 Cheeses,4,2,2,50.0
Original Spoon Size Shredded Wheat Cereal,340,180,160,52.94117647058824
Vanilla Hempmilk,306,195,111,63.725490196078425
Strawberry Cream Covered Biscuit Sticks,66,47,19,71.21212121212122
Organic Fermented Rice Probiotic,379,270,109,71.2401055408971
Superfruit Mix Jelly Beans,11,9,2,81.81818181818183
Loaded Buffalo Style Chicken Potato Skins,7,3,4,42.857142857142854
Microwave Ready Original Bacon,723,484,239,66.94329183955739
Daily Energy Packet,8,3,5,37.5
Aluminum Foil Roll,112,17,95,15.178571428571427
Virginia Brand Ham,172,60,112,34.883720930232556
Kellogg's Pop-Tarts Frosted S'mores Pastries,418,192,226,45.933014354066984
Double Shot Espresso And Cream,589,426,163,72.32597623089984
"Iced Tea, Peach",12,8,4,66.66666666666666
Spaghetti Sauce,220,94,126,42.72727272727273
Mushroom Stems & Pieces,113,72,41,63.716814159292035
Top Tater Taco Fiesta Dip,21,8,13,38.095238095238095
Ultra Thin Condoms,44,7,37,15.909090909090908
Maple Almond Butter,2898,1628,1270,56.17667356797792
All Natural Sour Cream,788,353,435,44.79695431472081
Echinacea Supreme Extract,38,7,31,18.421052631578945
Bloody Mary Cocktail Mix,4,0,4,0.0
Radient Raspberry Superfood Cereal,29,11,18,37.93103448275862
Lamb & Vegetables Choice Cuts in Gravy Wet Dog Food,9,3,6,33.33333333333333
Sensitive Wet Cleansing Cloths,44,13,31,29.545454545454547
High Protein Dutch Chocolate Frozen Yogurt,89,47,42,52.80898876404494
Carrot 100% Juice,189,104,85,55.026455026455025
"Napkins, Dinner, Ultra White",43,26,17,60.46511627906976
Adult Liquid Cough Suppressant Medicine Grape Flavor,19,3,16,15.789473684210526
Mushroom Ramen,1097,453,644,41.29443938012762
Beef Mini Bagel Dogs,77,38,39,49.35064935064935
Gluten Free Sandwich Rounds,147,94,53,63.94557823129252
Tomato & Fresh Basil Sauce,6,0,6,0.0
Coconut & Hibiscus Curl & Shine Conditioner,10,1,9,10.0
Kisses Cookies 'n' Crème Candies,61,30,31,49.18032786885246
Sweet Potato Apple Stage 2 Baby Food,1420,787,633,55.42253521126761
Traditional Crust Pepperoni Pizza,430,161,269,37.44186046511628
Complete Multi-Benefit™ Herbal Mint Toothpaste,3,0,3,0.0
85% Lean Natural Ground Beef,51,28,23,54.90196078431373
All Natural Chicken Drumsticks,809,397,412,49.07292954264524
96% Fat Free Multi Grain Whole Wheat Tortillas,91,21,70,23.076923076923077
Be Well Eucalyptus and Arnica Bath Salts,66,19,47,28.78787878787879
Orange Navel Heirloom.,51,8,43,15.686274509803921
Basil Scent Laundry Detergent,157,47,110,29.936305732484076
Organic Green Dragon Tea,296,156,140,52.702702702702695
Fruity Dyno Bites Cereal,58,32,26,55.172413793103445
Zero,125,77,48,61.6
Cheddar Flavored Wavy Potato Chips,60,25,35,41.66666666666667
Turkey Cranberry Bar,8,1,7,12.5
Dark Chcolate Caramel Sea Salt Gelato,33,13,20,39.39393939393939
"Hand & Body Lotion, Aloe, Unscented",29,1,28,3.4482758620689653
Guava Guayaba Nectar,480,340,140,70.83333333333334
Avocado Oil Spread,165,77,88,46.666666666666664
Chili Lime Peanuts,10,7,3,70.0
Strawberry Twists,220,99,121,45.0
Ricecheeze Snack Sticks Mozzarella style,63,45,18,71.42857142857143
Dark Amber Maple Syrup,38,15,23,39.473684210526315
Organic Coconut Aloe Water,16,4,12,25.0
100% Colombian Coffee,23,11,12,47.82608695652174
Mango Pineapple Salsa,36,10,26,27.77777777777778
Half & Half,69217,52728,16489,76.17781758816476
Zero Drops Fruit Punch,3,0,3,0.0
Clear Strips,3,0,3,0.0
Swiss White Chocolate,47,17,30,36.17021276595745
Lemon Seltzer,815,625,190,76.68711656441718
Evening Primrose Body Wash,4,0,4,0.0
Diet Lemonade Soda,150,105,45,70.0
Thai Coconut Soup,1564,591,973,37.787723785166236
Swedish Style Vanilla Snaps,9,4,5,44.44444444444444
Reduced Salt Large Pitted California Ripe Olives,8,0,8,0.0
Boneless & Skinless Chicken Breasts,384,182,202,47.39583333333333
Maxi Hair Tablets,8,3,5,37.5
"Baby Food, Organic, Peach, Banana & Raspberry with Quinoa, 2 (6 Months & Up)",301,165,136,54.81727574750831
"Peanuts, Caramel and Chewy Nougat Chocolate Candy Bar",25,8,17,32.0
Lactose Free Strawberry Low Fat Yogurt,74,40,34,54.054054054054056
Gluten Free Mini Carrot Cupcakes 12 ct,28,13,15,46.42857142857143
BelVita Blueberry Breakfast Biscuit Packs,1464,919,545,62.77322404371585
Women's Energy Multivitamin Tablets,22,3,19,13.636363636363635
Fresh Cauliflower,71584,45969,25615,64.21686410371032
Gluten Free Quinoa Rotelle Pasta,1720,793,927,46.1046511627907
Headbands,8,1,7,12.5
Kids Bubble Fruit Flavor Cavity Protection Toothpaste,16,3,13,18.75
Natural Sweet BBQ Sauce,20,5,15,25.0
Tranquil Sleep,3,0,3,0.0
Prepared Meals Variety Pack,23,11,12,47.82608695652174
Chocolate Chocolate Chip Muffin Mix,6,2,4,33.33333333333333
Pepper Gournay Cheese,49,21,28,42.857142857142854
Wild Berry Low Fat Clusters & Flakes,263,179,84,68.06083650190115
Cipollini Onion,7,1,6,14.285714285714285
All-Natural Autumn Apple  Fruit Strip,386,209,177,54.145077720207254
Original Deodorant Soap,282,91,191,32.269503546099294
Refresh Herbal Tea,2227,959,1268,43.062415806017064
Food Colors,39,3,36,7.6923076923076925
Organic Ceremonial Matcha Green Tea,32,3,29,9.375
Japanese Style Extra Crispy Tempura Batter Mix,47,12,35,25.53191489361702
Sausage Maple Pork Patties,5,1,4,20.0
Part Skim Mozzarella Cheese,1365,631,734,46.227106227106226
Organic Savory Herb Gravy Mix,14,1,13,7.142857142857142
The Original Whole Bean Coffee,72,48,24,66.66666666666666
Fruit Punch Juice Boxes,244,126,118,51.63934426229508
Gluten Free All Purpose Baking Flour,173,23,150,13.294797687861271
Hawaiian Bread,5,3,2,60.0
Margaritas Strawberry Lime,33,5,28,15.151515151515152
Carousel Mix Sweet Toppings,32,4,28,12.5
Organic Low Fat Peach Kefir,7,1,6,14.285714285714285
"Plant Protein, Unflavored",23,0,23,0.0
Beefy Grande Stuffed Nachos,18,2,16,11.11111111111111
Soft‑Ripened Brie Cheese,486,168,318,34.5679012345679
Tropical Punch Heartburn + Gas Relief Chews Chewable Tablets,9,1,8,11.11111111111111
Iced Tea with Peach Liquid Water Enhancer,5,0,5,0.0
Whole Mixed Peppercorns,8,0,8,0.0
Premium Organic Gardener's Blend,52,14,38,26.923076923076923
Vermont White Cheddar Macaroni & Cheese Dinner,73,31,42,42.465753424657535
Original Shampoo,22,6,16,27.27272727272727
Green Tea Decaf Lotus Blossom Green Tea Bags,81,24,57,29.629629629629626
Clean Day Bluebell Concentrate Multi-Surface Cleaner,25,1,24,4.0
Unsweetened Organic Coconut Milk Light,2298,995,1303,43.29852045256745
Spicy Three Pepper Hummus,331,180,151,54.38066465256798
Organic Chocolate Rooibos Caffeine Free Tea,82,41,41,50.0
"Stage 2 Blueberry, Pear, and Purple Carrot Baby Food",194,125,69,64.43298969072166
Fire Roasted Whole Green Mild Green Chiles,71,22,49,30.985915492957744
White Corn Tortilla Chips,1554,916,638,58.94465894465895
Cold Brew Unsweetened Black Iced Coffee,177,123,54,69.49152542372882
Vitamin D3 5000 IU Softgels,5,0,5,0.0
Solid Albacore Tuna in Water,61,19,42,31.147540983606557
Exfoliating Hydro Gloves 1 pair,19,2,17,10.526315789473683
"Jelly Beans, Sours",9,0,9,0.0
Smart Ones Home Style Beef Pot Roast,21,3,18,14.285714285714285
Ultimates Chocolate Pecan Deluxe Cookie Dough,44,21,23,47.72727272727273
Organic Red Leaf Lettuce,19,5,14,26.31578947368421
Organic Black Beans,38001,22352,15649,58.81950474987501
Paper Towel with Dawn Water Activated Detergent,26,17,9,65.38461538461539
Organic Super Cotton Tampons,47,3,44,6.382978723404255
Dairy Free Cultured Almond Milk Blueberry Yogurt,19,5,14,26.31578947368421
Coated Ibuprofen 200 mg Caplets,23,6,17,26.08695652173913
Plus Pain Relief Maximum Strength Antibiotic Ointment,38,3,35,7.894736842105263
Chocolate Chip Muffin Waffler,79,44,35,55.69620253164557
Spicy Nacho Tortilla Chips,558,312,246,55.91397849462365
PM Soft Grip Cap Caplets Pain Reliever/Nighttime Sleep-Aid,12,4,8,33.33333333333333
Mixed Berry Yogurt Bites,3,0,3,0.0
Chicken Grillers Natural Smoke Flavor Dog Treats,4,1,3,25.0
Popping & Topping Buttery Flavored Oil,67,9,58,13.432835820895523
Lighters,33,3,30,9.090909090909092
Lavender Flowers Soap for Hand & Body,12,3,9,25.0
Hemp Almond Pure Castile Soap,105,31,74,29.523809523809526
Bread Crumbs,2030,455,1575,22.413793103448278
"Coconut Water, Real, with Pulp",1174,883,291,75.21294718909711
Maximum Double Medicated Toothache Relief,29,2,27,6.896551724137931
Dry Arbol Peppers,44,4,40,9.090909090909092
Mild Curry Simmer Sauce,15,4,11,26.666666666666668
Organic Nori Rice Cakes No Salt,5,1,4,20.0
"Shampoo, Body Wash, Bubble Bath Coconut+Lemon",619,189,430,30.533117932148627
Classic White Premium Baking Chips,544,169,375,31.066176470588236
Rising Crust Pepperoni Pizza,3648,1921,1727,52.65899122807017
Caffeine Alertness Aid Tablets 200 mg,32,19,13,59.375
Coffee Liquer,11,1,10,9.090909090909092
"Organic Plain Natural Lowfat Yogurt, 1.5% Milkfat",155,106,49,68.38709677419355
Extra Sour Rye New York Style Bread,21,2,19,9.523809523809524
Chicken Enchilada Suiza,22,10,12,45.45454545454545
Heavy Duty Gas Range Degreaser,11,0,11,0.0
Vegetable Spring Rolls,154,61,93,39.61038961038961
Four Cheese Tortellini,13,2,11,15.384615384615385
Antibiotic & Pain Relieving Cream for Children,26,1,25,3.8461538461538463
Turkey Smoked Sausage,798,355,443,44.48621553884712
All Natural Flat Leaf Parsley,30,3,27,10.0
Delightful Multi-Grain Bread,402,251,151,62.43781094527363
San Francisco Style Bbq Sauce,17,3,14,17.647058823529413
No Drip Nasal Spray,24,14,10,58.333333333333336
"Shampoo, Pure Natural, Long & Strong Jojoba",11,1,10,9.090909090909092
Delicious Blush,7,4,3,57.14285714285714
Pure & Natural Light Sour Cream,4096,2082,2014,50.830078125
Butter Crisps Wafer Cookies,251,138,113,54.980079681274894
Conditioner Clarifying Lemon,16,0,16,0.0
Wild Blackberry Gelato,169,31,138,18.34319526627219
Original Mexican Style Pizza,23,13,10,56.52173913043478
"Egg Noodle, Medium",54,12,42,22.22222222222222
School Safe Chocolate Chip Cookie Bars,127,79,48,62.20472440944882
Red Hot Beef Burrito,211,131,80,62.08530805687204
Organic Vanilla Frosting,408,51,357,12.5
3 Ply Ultra Soft Facial Tissue,33,10,23,30.303030303030305
"Light Bulbs, Soft White, 40W",4,0,4,0.0
Buddy Biscuit Original Soft & Chewy Peanut Butter Dog Treats,54,22,32,40.74074074074074
"Hydrating Night Creme, with Hyaluronic Acid, Dry/Normal",15,1,14,6.666666666666667
"Original Supreme Sausage, Pepperoni, Peppers, Black Olives, Onions",264,128,136,48.484848484848484
Sparkling Catawba Grape Juice,14,5,9,35.714285714285715
Mahi Mahi Fillet,15,3,12,20.0
White Balsamic Vinaigrette,34,3,31,8.823529411764707
Premium White Chocolate Baking Chocolate Bar,28,1,27,3.571428571428571
Steamfresh Barbeque Sweet Corn,20,10,10,50.0
Real Ice Cream Mint Chip,8,2,6,25.0
Macaroni Salad,703,288,415,40.96728307254623
Just 6 Lamb Meal & Brown Rice Recipe Dog Food,21,11,10,52.38095238095239
Complete Children's Sour Gummies Multivitamin Supplement,18,9,9,50.0
Chicken Tortilla With Red Quinoa Soup,38,2,36,5.263157894736842
Alive! Women's 50+ Gummy Vitamins - 75 CT,26,8,18,30.76923076923077
Sangiovese,12,8,4,66.66666666666666
Rice Flour,8,4,4,50.0
"Liquid Vitamin D-3, 400 IU",3,0,3,0.0
Organic Ginger Cookie Caramel Coconut Bliss Non-dairy Frozen Dessert,174,63,111,36.206896551724135
"Stage 2 Eat Your Colors Orange Organic Peach, Pumpkin, Carrot & Cinnamon Baby Food",41,8,33,19.51219512195122
Signature Lemon Supreme Cake Mix,86,24,62,27.906976744186046
Pumpkin Seed Cheddar Crispbreads,310,170,140,54.83870967741935
Plus Febreze Sport Active Fresh High Efficiency Liquid Laundry Detergent,41,17,24,41.46341463414634
Hoisin Sauce,613,96,517,15.660685154975528
Wild Cherry Flavor Vitamin D3 2000 IU Mini Tabs,4,2,2,50.0
"Sugar, Organic",620,222,398,35.80645161290323
Broccoflower,6,1,5,16.666666666666664
Lean Gourmet Teriyaki Chicken,52,21,31,40.38461538461539
Gluten Free Teriyaki Sauce,31,14,17,45.16129032258064
Organic Flame Raisins,646,419,227,64.86068111455108
Jubilee Rice,36,25,11,69.44444444444444
Butter Top Wheat Bread,600,467,133,77.83333333333333
Light Boston Cream Pie Yogurt,484,248,236,51.2396694214876
Bits Cheese Cracker Sandwiches,701,364,337,51.925820256776035
Classic Lavender & Chamomile Liquid Hand Soap,1307,511,796,39.09716908951798
Cultured Pasture Butter,4105,2418,1687,58.90377588306943
Cheese Party Pizza,411,244,167,59.36739659367397
Premium Pure Cane Granulated Sugar,7640,2642,4998,34.58115183246073
Hannah Max Crunchy Chocolate Chip,310,158,152,50.967741935483865
Red Velvet Filled Soft Cookies,15,3,12,20.0
Big Chewy Chocolate Chip Granola,1269,790,479,62.25374310480694
Original Soy Creamer,4569,3566,1003,78.04771284745021
G-Series Rain Berry Thirst Quencher Sports Drink,142,70,72,49.29577464788733
100% Unbleached Recycled Bath Tissue,206,123,83,59.70873786407766
Organic LactoRelief Iron Fortified Toddler Formula,443,316,127,71.33182844243792
Mocha Chip Nutrition Bar,15,2,13,13.333333333333334
Nacho Cheese & Beef Extra Crunchy Mini Chimichangas,13,7,6,53.84615384615385
"Soup, Creamy, Split Pea, Flavored with Real Bacon",54,20,34,37.03703703703704
Organic Spelt Angel Hair,95,48,47,50.526315789473685
Antibacterial Overnight Whitening Triple Mint Freshness Tablets,6,0,6,0.0
Active Effervescent Electrolyte Supplement Sugar Free Fruit Punch Fruit,17,10,7,58.82352941176471
Nighttime Cough & Bronchial Syrup for Restful Sleep,26,3,23,11.538461538461538
Baby Shampoo With Lavender,89,26,63,29.213483146067414
Allergy + Congestion 12 Hour Relief Extended Release Tablets,14,3,11,21.428571428571427
Cafe Latte Vanilla,107,77,30,71.96261682242991
Women Over 40 One Daily,31,8,23,25.806451612903224
"Infant Formula, with Iron, Organic Soy-Based Powder, for Baby's First 12 Months",57,26,31,45.614035087719294
Cajun Gumbo Base,2,0,2,0.0
Good Start Gentle Powder Infant Formula,12,1,11,8.333333333333332
Prohibition Ale,37,7,30,18.91891891891892
Organic 7 Grain Pancake & Waffle Mix,75,26,49,34.66666666666667
Organic Grassmilk Yogurt Wild Blueberry,263,72,191,27.376425855513308
April Fresh Fabric Softener Dryer Sheets,85,24,61,28.235294117647058
Sweet Almond Oil,141,36,105,25.53191489361702
Swiss Style Lowfat '1% Chocolate Milk,3,0,3,0.0
Baby Bee Shampoo and Wash,223,50,173,22.421524663677133
"Protein Bar, Real Dark Chocolate, with Caramel",37,13,24,35.13513513513514
Mueslix Cereal,9,3,6,33.33333333333333
Organic Just Pomegranate Product,67,43,24,64.17910447761194
Pineapple Strawberry Sparkling Water,2472,1534,938,62.055016181229774
Premium Albacore in Water Tuna,145,74,71,51.03448275862069
Organic Stage 1 First Sweet Potatoes,1333,594,739,44.56114028507127
Ziti Bolognese Pasta Bowl,453,252,201,55.62913907284768
Cool Fresa (Strawberry) Probiotics Cultured Dairy Beverage,101,71,30,70.29702970297029
Unsalted Organic Free Range Chicken Broth,21,4,17,19.047619047619047
Jimmy Dean Fully Cooked Turkey Sausage Crumbles,143,68,75,47.55244755244755
100 Calorie Right Bites Crackers,16,9,7,56.25
Total Zero,277,188,89,67.87003610108303
Organic Fruit and Nut Granola Cereal,812,445,367,54.80295566502463
Lip Balm - Pomegranate,26,2,24,7.6923076923076925
Organic Mustard Greens,756,305,451,40.34391534391534
Pasta Sides Alfredo Broccoli,64,17,47,26.5625
Chocolate Chip Cookie Dough,4149,2014,2135,48.54181730537479
Elbow Macaroni & Cheese Side Dished,325,206,119,63.38461538461539
Purrfect Delicacies Wet Cat Food Flaked Oceanfish & Tuna Recipe,8,2,6,25.0
Everyday Shea Moisturizing Conditioner,32,3,29,9.375
Sea Salt Macadamias,1246,808,438,64.84751203852326
Organic French Agen Plums,146,73,73,50.0
Wrigley's Orbit Wintermint Sugar Free Gum- 3 PK,1224,747,477,61.029411764705884
Organic Limon Kombucha,28,12,16,42.857142857142854
Target Mins Calcium Magnesium Potassium,7,2,5,28.57142857142857
Low Fat Plain Goat Milk Yogurt,217,163,54,75.11520737327189
Birani Whole Brown Rice,14,0,14,0.0
Organic SprouTofu Firm Water Packed Tofu,881,526,355,59.70488081725313
Aged Havarti,19,12,7,63.1578947368421
Deep Sleep Herbal Medicine Softgels,4,1,3,25.0
Iced Tea Tea Bags,27,6,21,22.22222222222222
Original Sunflower Seeds,19,5,14,26.31578947368421
Organic 5 Grain Elbows & White Cheddar Macaroni and Cheese,631,341,290,54.04120443740095
Ultra Thin Crust Ultimate 5 Cheese,47,23,24,48.93617021276596
Echinacea Goldenseal RapidRelief Liquid Filled Capsules,9,0,9,0.0
Cage Free Grade A Large Brown Eggs,6351,4398,1953,69.24893717524799
Sunflower Nuts Roasted/No Salt,87,19,68,21.839080459770116
Original Baked Shrimp Chips,51,28,23,54.90196078431373
Ultra-Thin Plain Rice Cake Squares,26,13,13,50.0
Mozzarella Shredded Cheese,113,55,58,48.67256637168141
Peas 2nd Baby Food,22,7,15,31.818181818181817
Light Mozarella String Cheese,1577,999,578,63.348129359543435
Fiery Chipotle Gourmaise,15,6,9,40.0
The Original Biscuits,412,281,131,68.20388349514563
"Trop50 No Pulp Orange Juice w/ Calcium + Vitamin D, 50% Less Sugar & Calories",3219,1922,1297,59.70798384591488
Petite Party Tray,20,6,14,30.0
Organic Classic Green Tea,5,2,3,40.0
Velvety Vanilla Buttercream Frosting,40,2,38,5.0
Black Tea Bags,17,5,12,29.411764705882355
Organic Dark Chocolate Protein Elixir,127,85,42,66.92913385826772
Straightening Mist All Hair Types Sleek & Shine Flat Iron Perfector,5,0,5,0.0
Pure & Natural Sour Cream,10483,4619,5864,44.06181436611657
Roasted Red Pepper Dressing,58,18,40,31.03448275862069
Alpine Spring Water,10603,8098,2505,76.37461095916251
Organic Sprouted Spelt Flour,176,63,113,35.79545454545455
Habanero Peppers,11,4,7,36.36363636363637
Organic Quinoa Cacao Sprouted Oat Granola,283,157,126,55.47703180212014
Tea Tree Oil,4,0,4,0.0
Rich & Creamy Hershey's Dutch Cocoa Chocolate Frosting,327,59,268,18.04281345565749
White Rosemary Scent Natural Surface Cleaner,307,77,230,25.0814332247557
Turkey Polska Kielbasa,61,33,28,54.09836065573771
"Sweet Potato, Quinoa, & Kale Ravioli",124,66,58,53.2258064516129
Light Chocolate Soymilk,56,38,18,67.85714285714286
Earl Grey Black Tea,682,317,365,46.48093841642228
Organic Rainbow Carrots,14687,7381,7306,50.25532784094777
Mach3 Cartridges,30,8,22,26.666666666666668
Sweet Mango Chutney,7,0,7,0.0
Italian Herb Seasoning Grinder,80,5,75,6.25
Popcorn Salt,19,1,18,5.263157894736842
Watermelon Vodka,8,3,5,37.5
Chinese Five Spice Blend,22,0,22,0.0
"Pizza Crust Mix, Gluten Free",13,4,9,30.76923076923077
Uncured Genoa Salami,41473,27372,14101,65.99956598268754
Cold Relief Multi-Symptom Children's Pellets,41,6,35,14.634146341463413
2nd Foods Peas,107,54,53,50.467289719626166
Small Picture Hanging Strips,15,1,14,6.666666666666667
"Beef pot roast with roasted potatoes, carrots, sweet onions, green beans, and a rich gravy Beef Pot Roast",48,30,18,62.5
Red Zone Swagger Body Wash,97,38,59,39.175257731958766
"Rice, Medium Grain",2,0,2,0.0
Bowfin Caviar,21,6,15,28.57142857142857
Classic Worcestershire Sauce,52,9,43,17.307692307692307
Hazelnuts,275,101,174,36.72727272727273
